createAt,manageObject,M8013C5,M8013C9,M8013C13,M8013C15,M8013C17,M8013C18,M8013C19,M8013C35,M8013C36,M8013C37,M8013C43,M8013C44,M8013C45,M8013C47,M8013C54,M8013C55,M8013C56,M8013C62,M8013C70,M8013C71,M8013C83,M8013C84,M8013C85,M8013C109,M8013C111,M8013C113,M8013C114,M8013C24,M8013C25,M8013C6,M8013C31,M8013C32,M8013C87,M8013C10,M8013C110,M8013C2,M8013C49,M8013C90,M8013C123,M8013C79,M8013C116,M8013C29,M8013C40,M8013C95,M8013C122,M8013C61,M8013C57,M8013C1,M8013C89,M8013C72,M8013C60,M8013C58,M8013C39,M8013C3,M8013C41
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-341601,320,51.0,215.0,1.0,146,40.0,136.0,144,136.0,40.0,320,320,253.0,252.0,216.0,215.0,1.0,96.0,172.0,43.0,146,40.0,136.0,3.0,1.0,,,707366.0,3479966.0,1.0,,,,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-341601,342,44.0,236.0,,155,47.0,142.0,153,142.0,47.0,342,342,278.0,278.0,236.0,236.0,,76.0,184.0,52.0,156,47.0,142.0,1.0,,,,1428887.0,3544827.0,3.0,,,,61.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-341601,352,48.0,238.0,1.0,160,65.0,129.0,158,129.0,65.0,352,352,289.0,289.0,239.0,238.0,,66.0,203.0,35.0,160,65.0,129.0,5.0,,,1.0,1461210.0,3537739.0,2.0,,,,61.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-341601,358,59.0,246.0,,166,66.0,136.0,156,136.0,66.0,358,358,284.0,284.0,246.0,246.0,,84.0,199.0,47.0,166,66.0,139.0,3.0,1.0,,,748257.0,3997361.0,10.0,,,,56.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-341601,268,57.0,156.0,,140,33.0,101.0,134,101.0,33.0,268,268,204.0,204.0,156.0,156.0,,78.0,129.0,27.0,142,33.0,101.0,1.0,,,,399849.0,2388128.0,6.0,,,,52.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-341601,329,43.0,228.0,,143,55.0,132.0,142,132.0,55.0,329,329,269.0,268.0,228.0,228.0,,81.0,183.0,45.0,143,56.0,134.0,2.0,,,,581868.0,3683145.0,1.0,,,,56.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-341601,305,63.0,198.0,,140,78.0,92.0,135,92.0,78.0,305,305,232.0,232.0,198.0,198.0,,74.0,169.0,29.0,140,78.0,92.0,1.0,,,,407696.0,2747770.0,5.0,,,,46.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-341601,269,42.0,174.0,,130,44.0,99.0,126,99.0,44.0,269,269,217.0,217.0,174.0,174.0,,88.0,144.0,30.0,130,44.0,99.0,,,,,652980.0,2721160.0,4.0,,,,48.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-341601,242,50.0,152.0,,128,43.0,76.0,123,76.0,43.0,242,242,182.0,182.0,152.0,152.0,,53.0,126.0,26.0,129,43.0,76.0,1.0,,,,1241627.0,2305398.0,5.0,,,,43.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-341601,269,82.0,145.0,,158,37.0,77.0,155,77.0,37.0,269,269,177.0,177.0,145.0,145.0,,57.0,118.0,27.0,158,37.0,77.0,1.0,,,,1243245.0,2386155.0,3.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-341601,347,120.0,172.0,,204,38.0,106.0,203,106.0,38.0,347,347,215.0,215.0,172.0,172.0,,75.0,140.0,32.0,204,38.0,106.0,1.0,,,,744528.0,2736879.0,1.0,,,,54.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-341601,381,161.0,171.0,,237,71.0,73.0,237,73.0,71.0,381,381,208.0,208.0,171.0,171.0,,71.0,147.0,24.0,237,71.0,73.0,,,,,848303.0,2735130.0,,,,,49.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-341601,516,287.0,183.0,,372,71.0,83.0,362,83.0,71.0,516,515,218.0,218.0,183.0,183.0,,81.0,151.0,32.0,372,71.0,83.0,2.0,,,,2289520.0,3558214.0,10.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-341601,603,394.0,156.0,,485,42.0,85.0,476,85.0,42.0,603,604,203.0,203.0,156.0,156.0,,74.0,129.0,27.0,485,42.0,85.0,3.0,,,,2642928.0,3843221.0,9.0,,,,54.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-341601,860,582.0,230.0,4.0,683,81.0,117.0,662,117.0,81.0,860,860,267.0,266.0,234.0,230.0,2.0,135.0,184.0,46.0,683,81.0,117.0,3.0,2.0,1.0,1.0,2398097.0,4910431.0,20.0,,,,41.0,,,,,,,,,,,,,,1.0,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-341601,738,319.0,366.0,1.0,426,133.0,191.0,414,191.0,133.0,738,738,406.0,406.0,367.0,366.0,1.0,194.0,278.0,88.0,426,133.0,191.0,,3.0,,,3501182.0,9477676.0,12.0,,,,52.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-341601,857,340.0,423.0,15.0,480,150.0,243.0,462,243.0,150.0,857,856,501.0,499.0,438.0,423.0,6.0,215.0,320.0,103.0,480,151.0,244.0,27.0,11.0,1.0,8.0,3965161.0,9142025.0,18.0,2.0,2.0,2.0,71.0,,2.0,2.0,2.0,,,1.0,,,,,,,,,2.0,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-341601,1031,353.0,570.0,28.0,547,208.0,305.0,518,305.0,208.0,1031,1032,624.0,624.0,598.0,570.0,20.0,191.0,459.0,111.0,548,209.0,305.0,43.0,21.0,3.0,5.0,4762745.0,12348062.0,29.0,,,,80.0,,,,2.0,,,,,,,,,,,,8.0,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-341601,1149,378.0,654.0,31.0,564,217.0,381.0,551,381.0,217.0,1149,1148,724.0,722.0,685.0,654.0,24.0,177.0,504.0,150.0,569,217.0,382.0,74.0,29.0,1.0,6.0,6446976.0,14630444.0,13.0,,,,78.0,,,2.0,6.0,2.0,,,,,,,,,,,8.0,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-341601,1167,390.0,672.0,29.0,548,211.0,425.0,530,425.0,211.0,1167,1168,750.0,738.0,701.0,672.0,21.0,189.0,506.0,166.0,549,211.0,426.0,83.0,27.0,3.0,5.0,6255024.0,14836272.0,18.0,1.0,1.0,1.0,74.0,,5.0,12.0,2.0,7.0,,,,,,,,,,,3.0,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-341601,1033,340.0,606.0,14.0,459,228.0,366.0,440,366.0,227.0,1033,1032,691.0,679.0,620.0,606.0,10.0,188.0,455.0,151.0,459,228.0,366.0,59.0,11.0,2.0,2.0,6045237.0,13866700.0,20.0,,,,59.0,,5.0,12.0,,7.0,,,,,,,,,,,2.0,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-341601,1142,292.0,732.0,6.0,484,222.0,453.0,466,453.0,222.0,1142,1141,814.0,814.0,738.0,732.0,2.0,181.0,569.0,163.0,485,223.0,453.0,24.0,4.0,2.0,2.0,6357519.0,15898637.0,18.0,1.0,1.0,1.0,108.0,,,,2.0,,,,,,,,,,,,2.0,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-341601,1190,343.0,732.0,11.0,549,228.0,444.0,518,444.0,227.0,1190,1191,808.0,806.0,743.0,732.0,1.0,174.0,570.0,162.0,551,228.0,446.0,31.0,4.0,,10.0,6561522.0,17378081.0,32.0,1.0,1.0,1.0,102.0,1.0,2.0,2.0,4.0,,,,,,,,,,,,1.0,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-341601,1195,306.0,758.0,14.0,547,196.0,476.0,522,476.0,195.0,1195,1195,833.0,828.0,772.0,758.0,9.0,138.0,575.0,183.0,549,196.0,476.0,47.0,12.0,2.0,3.0,6710924.0,17431815.0,26.0,2.0,2.0,2.0,122.0,1.0,3.0,5.0,2.0,2.0,,,,,,,,,,,1.0,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-341601,1189,289.0,759.0,15.0,539,201.0,472.0,517,472.0,200.0,1189,1189,832.0,829.0,774.0,759.0,8.0,162.0,591.0,168.0,540,201.0,472.0,29.0,11.0,1.0,6.0,5910597.0,17222810.0,23.0,,,,126.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-341601,1295,374.0,782.0,20.0,604,222.0,490.0,583,490.0,222.0,1295,1295,871.0,871.0,802.0,782.0,18.0,209.0,587.0,195.0,605,223.0,490.0,47.0,22.0,1.0,1.0,7580652.0,18149224.0,20.0,,,,118.0,,,,2.0,,,,,,,,,,,,5.0,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-341601,1266,368.0,742.0,24.0,624,220.0,442.0,602,442.0,220.0,1266,1266,833.0,828.0,766.0,742.0,19.0,204.0,572.0,170.0,626,220.0,442.0,46.0,21.0,1.0,4.0,6741395.0,16600276.0,23.0,2.0,2.0,2.0,125.0,3.0,5.0,5.0,2.0,,,,,,,,,,,,3.0,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-341601,1072,277.0,676.0,6.0,483,213.0,395.0,464,394.0,213.0,1072,1072,741.0,739.0,682.0,676.0,6.0,149.0,528.0,148.0,483,213.0,396.0,18.0,8.0,,,4588778.0,14762476.0,20.0,1.0,1.0,1.0,109.0,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-341601,1068,285.0,669.0,12.0,475,222.0,380.0,467,379.0,222.0,1068,1068,723.0,720.0,681.0,669.0,10.0,132.0,529.0,140.0,484,222.0,380.0,33.0,11.0,,1.0,3919554.0,13292863.0,9.0,,,,104.0,,,4.0,9.0,4.0,,,,,,,,1.0,,,3.0,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-341601,1083,313.0,652.0,4.0,512,213.0,362.0,507,362.0,213.0,1083,1082,713.0,708.0,656.0,652.0,2.0,111.0,510.0,142.0,512,213.0,363.0,12.0,3.0,,2.0,4282226.0,13094965.0,5.0,1.0,1.0,1.0,110.0,,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-341601,1207,339.0,728.0,11.0,580,224.0,417.0,565,417.0,224.0,1207,1207,805.0,798.0,739.0,728.0,7.0,162.0,560.0,168.0,580,224.0,417.0,21.0,14.0,1.0,3.0,4708907.0,14599855.0,15.0,1.0,1.0,1.0,123.0,,7.0,7.0,,,,,,,,,,,,,1.0,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-341601,1155,322.0,695.0,19.0,546,205.0,405.0,545,405.0,205.0,1155,1155,774.0,769.0,714.0,695.0,10.0,159.0,551.0,144.0,546,205.0,405.0,23.0,11.0,1.0,8.0,5225164.0,15519886.0,1.0,,,,115.0,1.0,4.0,5.0,,1.0,,,,,,,,,,,2.0,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-341601,1128,316.0,697.0,6.0,506,217.0,409.0,503,409.0,216.0,1128,1128,769.0,769.0,703.0,697.0,1.0,181.0,539.0,158.0,506,217.0,411.0,17.0,3.0,,5.0,3746340.0,14700172.0,4.0,,,,112.0,,,,1.0,,,,,,,,,,,1.0,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-341601,1012,260.0,630.0,11.0,466,186.0,376.0,450,376.0,186.0,1012,1012,705.0,705.0,641.0,630.0,8.0,178.0,498.0,132.0,466,186.0,376.0,17.0,10.0,2.0,1.0,4248826.0,14227912.0,16.0,,,,110.0,1.0,,,,,,,,,,,,,,,1.0,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-341601,1172,345.0,702.0,8.0,550,238.0,390.0,544,390.0,238.0,1172,1171,791.0,787.0,710.0,702.0,4.0,203.0,542.0,160.0,550,238.0,390.0,11.0,10.0,,4.0,5069050.0,16287528.0,6.0,,,,110.0,,4.0,4.0,,,,,,,,,,,,,1.0,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-341601,1169,342.0,685.0,6.0,571,202.0,403.0,564,403.0,202.0,1169,1170,763.0,763.0,691.0,685.0,,197.0,528.0,157.0,573,202.0,403.0,13.0,2.0,,6.0,4410046.0,15725224.0,7.0,,,,136.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-341601,1171,365.0,622.0,14.0,602,158.0,423.0,591,422.0,158.0,1171,1156,742.0,726.0,636.0,622.0,5.0,182.0,497.0,125.0,602,158.0,423.0,28.0,32.0,1.0,8.0,5882950.0,15126942.0,12.0,,,,139.0,2.0,17.0,16.0,,,,15.0,,,,,,,,,1.0,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-341601,1150,389.0,619.0,24.0,560,185.0,415.0,550,415.0,185.0,1150,1150,751.0,750.0,643.0,619.0,6.0,221.0,486.0,133.0,560,185.0,416.0,49.0,22.0,2.0,16.0,5918905.0,14372209.0,10.0,,,,115.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-341601,1184,350.0,687.0,17.0,615,225.0,368.0,592,367.0,225.0,1184,1185,776.0,776.0,704.0,687.0,5.0,211.0,541.0,146.0,616,225.0,368.0,34.0,11.0,1.0,11.0,3954889.0,15026975.0,23.0,,,,137.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-341601,1137,286.0,721.0,3.0,504,251.0,394.0,492,394.0,251.0,1137,1136,793.0,792.0,724.0,721.0,1.0,223.0,563.0,158.0,504,251.0,394.0,8.0,3.0,1.0,1.0,3627384.0,15412517.0,12.0,,,,123.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-341601,1108,301.0,671.0,14.0,525,192.0,405.0,512,404.0,192.0,1108,1108,744.0,741.0,685.0,671.0,2.0,203.0,515.0,156.0,525,192.0,405.0,24.0,6.0,1.0,11.0,4813969.0,15374586.0,14.0,,,,120.0,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-341601,1205,358.0,698.0,12.0,583,245.0,385.0,576,385.0,244.0,1205,1206,796.0,793.0,710.0,698.0,6.0,261.0,559.0,139.0,584,245.0,385.0,25.0,10.0,3.0,3.0,4753282.0,15459418.0,8.0,,,,129.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-341601,1083,326.0,624.0,18.0,531,183.0,378.0,521,378.0,183.0,1083,1083,716.0,716.0,642.0,624.0,9.0,209.0,490.0,134.0,532,184.0,378.0,15.0,10.0,1.0,8.0,4153556.0,13787293.0,10.0,1.0,1.0,1.0,119.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-341601,1052,378.0,572.0,14.0,532,202.0,329.0,520,329.0,202.0,1052,1052,651.0,651.0,586.0,572.0,1.0,220.0,448.0,124.0,538,202.0,331.0,31.0,5.0,2.0,11.0,5371788.0,13432081.0,12.0,1.0,1.0,1.0,79.0,,,,8.0,,,,,,,,,,,,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-341601,1010,326.0,591.0,9.0,474,223.0,326.0,461,326.0,223.0,1010,1010,653.0,653.0,600.0,591.0,3.0,219.0,437.0,154.0,474,223.0,326.0,19.0,11.0,,6.0,4422685.0,14379520.0,13.0,,,,89.0,2.0,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-341601,921,449.0,395.0,4.0,579,137.0,220.0,564,220.0,137.0,921,921,463.0,462.0,399.0,395.0,,128.0,307.0,88.0,582,137.0,220.0,11.0,1.0,,4.0,5242849.0,10360029.0,15.0,,,,77.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-341601,842,362.0,394.0,12.0,458,140.0,258.0,445,257.0,140.0,842,842,496.0,495.0,406.0,394.0,3.0,192.0,312.0,82.0,464,140.0,258.0,30.0,11.0,,9.0,3862414.0,9799392.0,14.0,,,,66.0,1.0,1.0,1.0,6.0,,,1.0,,,,,,,,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-341601,709,312.0,325.0,16.0,418,130.0,179.0,401,178.0,130.0,709,709,407.0,405.0,341.0,325.0,1.0,169.0,259.0,66.0,423,130.0,179.0,33.0,7.0,2.0,13.0,2485859.0,7981890.0,18.0,,,,68.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-341601,440,246.0,133.0,3.0,343,43.0,64.0,333,64.0,43.0,440,439,186.0,186.0,136.0,133.0,2.0,72.0,111.0,22.0,346,43.0,64.0,2.0,2.0,,1.0,1831693.0,4483689.0,10.0,,,,57.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-341601,415,220.0,148.0,7.0,306,39.0,89.0,287,89.0,39.0,415,416,199.0,199.0,155.0,148.0,2.0,104.0,118.0,30.0,311,39.0,89.0,12.0,6.0,,5.0,2752410.0,4768889.0,19.0,,,,44.0,1.0,,,5.0,,,,,,,,,,,,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-341601,359,185.0,114.0,5.0,282,32.0,54.0,274,53.0,32.0,359,359,165.0,165.0,119.0,114.0,1.0,59.0,95.0,19.0,283,32.0,54.0,8.0,1.0,,4.0,1504464.0,3216308.0,9.0,,,,55.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-341601,363,124.0,169.0,,256,32.0,79.0,252,79.0,32.0,363,363,208.0,208.0,169.0,169.0,,33.0,140.0,29.0,256,32.0,79.0,2.0,,,,948528.0,3722138.0,4.0,,,,69.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-341601,406,130.0,208.0,,257,51.0,110.0,245,110.0,51.0,406,406,248.0,248.0,208.0,208.0,,43.0,170.0,38.0,257,51.0,110.0,1.0,,,,889162.0,4422519.0,12.0,,,,64.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-341601,401,131.0,202.0,3.0,224,53.0,128.0,220,128.0,53.0,401,401,260.0,259.0,205.0,202.0,,45.0,167.0,35.0,224,53.0,128.0,15.0,2.0,1.0,2.0,1178493.0,4520069.0,4.0,,,,68.0,1.0,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-341601,378,137.0,182.0,3.0,227,48.0,110.0,220,110.0,48.0,378,378,236.0,235.0,185.0,182.0,3.0,36.0,154.0,28.0,229,48.0,110.0,6.0,2.0,,,2766923.0,5115405.0,7.0,,,,58.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-341601,374,109.0,180.0,3.0,235,37.0,107.0,230,107.0,37.0,374,371,239.0,239.0,183.0,180.0,1.0,29.0,144.0,36.0,235,37.0,107.0,6.0,1.0,1.0,1.0,2573358.0,4775815.0,5.0,,,,78.0,,,,,,,3.0,,,,,,,,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-341601,342,114.0,176.0,,228,54.0,75.0,213,75.0,54.0,342,342,204.0,204.0,176.0,176.0,,23.0,145.0,31.0,236,54.0,75.0,2.0,,,,2164183.0,4658842.0,15.0,,,,58.0,,,,8.0,,,,,,,,,,,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-341601,305,92.0,154.0,1.0,202,29.0,83.0,193,83.0,29.0,305,305,193.0,193.0,155.0,154.0,,19.0,126.0,28.0,215,29.0,83.0,2.0,,,1.0,1989795.0,3684165.0,9.0,,,,57.0,,,,13.0,,,,,,,,,,,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-341601,342,87.0,182.0,1.0,208,51.0,86.0,205,86.0,51.0,342,342,230.0,230.0,183.0,182.0,1.0,25.0,144.0,38.0,208,51.0,86.0,,1.0,,,2617383.0,4457703.0,3.0,,,,74.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-341601,328,74.0,180.0,1.0,191,38.0,102.0,188,102.0,38.0,328,328,225.0,225.0,181.0,180.0,1.0,28.0,151.0,29.0,191,38.0,102.0,1.0,1.0,,,2345629.0,4909619.0,3.0,,,,68.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-341601,302,74.0,169.0,,184,41.0,81.0,180,81.0,41.0,302,302,203.0,203.0,169.0,169.0,,17.0,135.0,34.0,184,42.0,81.0,1.0,,,,2950706.0,4286398.0,4.0,,,,56.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-341601,345,94.0,173.0,3.0,215,27.0,105.0,213,105.0,27.0,345,345,227.0,226.0,176.0,173.0,,20.0,139.0,34.0,215,27.0,105.0,8.0,,1.0,2.0,2764158.0,4559432.0,2.0,,,,74.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-341601,313,68.0,179.0,,197,28.0,97.0,188,97.0,28.0,313,313,223.0,223.0,179.0,179.0,,12.0,148.0,31.0,197,28.0,100.0,3.0,,,,1872853.0,4475422.0,9.0,,,,68.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-341601,284,85.0,139.0,,168,41.0,75.0,168,75.0,41.0,284,284,184.0,184.0,139.0,139.0,,19.0,113.0,26.0,168,41.0,75.0,3.0,,,,2126938.0,3208911.0,,,,,55.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-341601,263,68.0,129.0,2.0,165,33.0,66.0,164,66.0,33.0,263,263,184.0,184.0,131.0,129.0,,28.0,110.0,19.0,165,33.0,68.0,3.0,,1.0,1.0,2058922.0,3462797.0,1.0,,,,64.0,,,,1.0,,,,,,,,,,,1.0,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-341601,309,76.0,187.0,1.0,159,52.0,101.0,156,101.0,52.0,309,309,222.0,222.0,188.0,187.0,,49.0,152.0,35.0,159,52.0,102.0,4.0,2.0,,1.0,1820428.0,4252912.0,3.0,,,,50.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-341601,309,53.0,185.0,1.0,170,44.0,100.0,165,100.0,44.0,309,309,229.0,229.0,186.0,185.0,,44.0,145.0,40.0,170,45.0,102.0,3.0,,,1.0,1622217.0,4752387.0,5.0,,,,65.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-341601,370,46.0,240.0,,195,58.0,117.0,195,117.0,58.0,370,370,284.0,284.0,240.0,240.0,,28.0,200.0,40.0,195,58.0,118.0,1.0,,,,1737328.0,5669804.0,,,,,85.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-341601,367,40.0,261.0,,167,76.0,124.0,167,124.0,76.0,367,367,291.0,291.0,261.0,261.0,,41.0,223.0,38.0,167,76.0,124.0,3.0,,,,1543729.0,4246303.0,,,,,71.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-341601,303,46.0,199.0,1.0,149,53.0,102.0,148,102.0,53.0,303,303,235.0,235.0,200.0,199.0,1.0,41.0,162.0,37.0,149,53.0,102.0,,1.0,,,2119457.0,3728979.0,1.0,,,,59.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-341601,229,39.0,134.0,1.0,121,38.0,70.0,121,70.0,38.0,229,229,178.0,178.0,135.0,134.0,1.0,39.0,114.0,20.0,121,38.0,73.0,1.0,1.0,,,1753416.0,3188797.0,,,,,56.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-341601,161,53.0,64.0,,119,16.0,26.0,119,26.0,16.0,161,161,97.0,97.0,64.0,64.0,,20.0,59.0,5.0,119,16.0,28.0,1.0,1.0,,,1368439.0,2566963.0,,,,,43.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-341601,188,37.0,111.0,1.0,109,21.0,66.0,101,66.0,21.0,188,188,145.0,145.0,112.0,111.0,,60.0,93.0,18.0,110,21.0,66.0,2.0,,1.0,,1065645.0,2527504.0,8.0,,,,40.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-341601,242,40.0,144.0,1.0,126,36.0,81.0,125,81.0,36.0,242,242,191.0,191.0,145.0,144.0,,65.0,115.0,29.0,126,36.0,81.0,4.0,,,1.0,614452.0,3417887.0,1.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-341601,181,38.0,108.0,1.0,96,35.0,52.0,94,52.0,35.0,181,181,139.0,139.0,109.0,108.0,,71.0,94.0,14.0,96,35.0,52.0,1.0,,1.0,,354774.0,1688065.0,2.0,,,,36.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-341601,226,50.0,132.0,,123,41.0,64.0,121,64.0,41.0,226,226,166.0,166.0,132.0,132.0,,66.0,109.0,23.0,123,41.0,64.0,1.0,,,,724631.0,2834468.0,2.0,,,,44.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-341601,259,59.0,151.0,2.0,132,52.0,80.0,127,80.0,52.0,259,259,195.0,195.0,153.0,151.0,2.0,54.0,125.0,26.0,132,52.0,80.0,,1.0,,,755071.0,3463276.0,5.0,,,,45.0,1.0,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-341601,165,51.0,79.0,,98,31.0,38.0,96,38.0,31.0,165,165,114.0,114.0,79.0,79.0,,39.0,69.0,10.0,98,31.0,38.0,,,,,1288363.0,1955984.0,2.0,,,,37.0,,,,,,,,,,,,,,,,,,,,,
