createAt,manageObject,M8000C29,M8000C30,M8000C11,M8000C6,M8000C7,M8000C38,M8000C37,M8000C9
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690503,69.0,109,3628.0,,,5.0,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690503,88.0,124,3416.0,,,5.0,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690503,91.0,118,3322.0,,,5.0,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690503,50.0,81,3434.0,,,5.0,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690503,62.0,105,3417.0,,,5.0,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690503,94.0,145,3188.0,,,5.0,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690503,50.0,80,3346.0,,,5.0,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690503,62.0,113,3137.0,,,5.0,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690503,66.0,107,2978.0,,,5.0,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690503,81.0,115,3224.0,,,5.0,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690503,66.0,117,3013.0,,,5.0,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690503,74.0,114,2893.0,,,5.0,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690503,56.0,88,2812.0,,,5.0,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690503,70.0,114,2869.0,,,5.0,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690503,50.0,92,2839.0,,,5.0,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690503,38.0,82,2801.0,,,5.0,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690503,69.0,109,3270.0,,,5.0,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690503,64.0,104,3104.0,,,5.0,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690503,53.0,88,3163.0,,,5.0,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690503,39.0,89,3564.0,,,5.0,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690503,55.0,90,3673.0,,,5.0,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690503,68.0,100,3499.0,,,5.0,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690503,54.0,95,3333.0,,,5.0,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690503,69.0,104,2910.0,,,4.0,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690503,64.0,107,3644.0,1.0,1.0,5.0,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690513,30.0,39,3715.0,,,5.0,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690513,34.0,42,3377.0,,,4.0,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690513,29.0,40,3132.0,,,4.0,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690513,47.0,60,3524.0,,,4.0,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690513,27.0,25,3535.0,,,4.0,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690513,28.0,30,3563.0,,,4.0,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690513,29.0,48,3593.0,,,4.0,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690513,31.0,36,3434.0,,,4.0,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690513,27.0,30,3340.0,,,5.0,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690513,91.0,116,3263.0,,,4.0,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690513,36.0,48,3949.0,,,4.0,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690513,38.0,44,3041.0,,,6.0,1.0,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690513,27.0,35,2423.0,,,4.0,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690513,30.0,39,2637.0,,,5.0,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690513,34.0,41,2503.0,,,4.0,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690513,29.0,30,2317.0,,,4.0,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690513,28.0,29,2356.0,,,5.0,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690513,31.0,32,2120.0,,,6.0,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690513,29.0,29,2048.0,,,6.0,1.0,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690513,28.0,25,2103.0,,,4.0,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690513,28.0,24,2404.0,,,4.0,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690513,29.0,25,2113.0,,,5.0,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690513,27.0,22,2010.0,,,4.0,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690513,28.0,24,1741.0,,,4.0,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690513,30.0,31,2249.0,,,4.0,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690513,28.0,26,2139.0,,,4.0,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690513,28.0,23,2352.0,,,4.0,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690513,29.0,24,2197.0,,,4.0,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690513,28.0,22,1985.0,,,4.0,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690513,26.0,22,1995.0,,,5.0,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690513,22.0,20,1982.0,,,4.0,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690513,29.0,24,1938.0,,,4.0,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690513,27.0,23,1935.0,,,5.0,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690513,27.0,22,1935.0,,,4.0,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690513,27.0,21,2114.0,,,5.0,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690513,28.0,23,2029.0,,,4.0,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690513,28.0,22,1952.0,,,4.0,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690513,28.0,23,1951.0,,,5.0,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690513,27.0,22,1968.0,,,4.0,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690513,28.0,24,1927.0,,,5.0,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690513,27.0,22,1897.0,,,4.0,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690513,27.0,21,1806.0,,,4.0,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690513,27.0,22,1738.0,,,5.0,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690513,29.0,24,1898.0,,,4.0,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690513,27.0,25,1925.0,,,4.0,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690513,37.0,33,2021.0,,,4.0,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690513,28.0,29,2029.0,,,4.0,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690513,29.0,31,2268.0,,,4.0,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690513,48.0,101,2508.0,,,4.0,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690513,35.0,44,2893.0,,,4.0,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690513,37.0,42,2953.0,,,5.0,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690513,32.0,43,2941.0,,,4.0,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690513,29.0,35,3217.0,,,4.0,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690513,28.0,51,3617.0,,,5.0,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690513,31.0,47,2935.0,,,4.0,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690513,38.0,60,3109.0,,,5.0,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690513,29.0,44,3652.0,,,4.0,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690513,29.0,34,3227.0,,,4.0,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690513,29.0,37,3503.0,,,5.0,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690513,36.0,51,3424.0,,,4.0,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690513,29.0,35,3076.0,,,5.0,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690513,26.0,29,3149.0,,,4.0,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690513,29.0,34,2953.0,,,4.0,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690513,59.0,74,2649.0,,,5.0,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690513,37.0,42,2995.0,,,4.0,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690513,39.0,44,3041.0,,,4.0,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690513,89.0,122,2607.0,,,4.0,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690513,32.0,34,2869.0,,,4.0,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690513,36.0,45,2834.0,,,4.0,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690513,32.0,41,2822.0,,,4.0,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690513,36.0,35,3240.0,,,4.0,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690513,28.0,39,3277.0,,,5.0,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690513,30.0,32,3080.0,,,4.0,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690513,29.0,42,3224.0,,,4.0,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690513,30.0,39,3207.0,,,5.0,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690513,29.0,43,3296.0,,,4.0,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690513,29.0,33,3171.0,,,5.0,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690513,27.0,22,453.0,1.0,1.0,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690513,41.0,50,2741.0,,,4.0,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690513,27.0,32,2959.0,,,5.0,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,51.0,76,3218.0,,,4.0,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690513,28.0,35,3108.0,,,5.0,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690513,53.0,69,3670.0,,,4.0,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690513,27.0,26,3069.0,,,4.0,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690513,37.0,43,2503.0,,,5.0,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690513,27.0,24,2550.0,,,4.0,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690513,31.0,37,2467.0,,,4.0,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690513,26.0,30,2317.0,,,4.0,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690513,28.0,24,2207.0,,,4.0,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690513,37.0,44,2048.0,,,4.0,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690513,37.0,26,2048.0,,,4.0,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690513,28.0,23,2110.0,,,4.0,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690513,28.0,25,1656.0,,,5.0,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,29.0,28,2129.0,,,4.0,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690513,24.0,24,2279.0,,,4.0,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690513,29.0,25,1808.0,,,5.0,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690513,28.0,23,2181.0,,,4.0,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690513,28.0,24,2156.0,,,5.0,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690513,29.0,25,2217.0,,,4.0,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690513,28.0,23,2138.0,,,4.0,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690513,28.0,24,2310.0,,,5.0,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690513,30.0,22,2331.0,,,4.0,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,22.0,22,2303.0,,,5.0,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690513,30.0,25,2236.0,,,4.0,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690513,28.0,22,2113.0,,,4.0,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690513,28.0,22,1935.0,,,5.0,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690513,27.0,22,1836.0,,,4.0,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690513,28.0,22,1939.0,,,4.0,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690513,28.0,24,1955.0,,,4.0,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690513,28.0,23,1960.0,,,4.0,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690513,27.0,21,1856.0,,,4.0,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690513,31.0,25,2004.0,,,4.0,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690513,28.0,24,2010.0,,,4.0,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690513,28.0,23,1934.0,,,5.0,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690513,27.0,22,1961.0,,,4.0,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690513,29.0,26,2061.0,,,4.0,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690513,31.0,27,2063.0,,,5.0,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690513,28.0,26,1902.0,,,4.0,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690513,28.0,28,2047.0,,,5.0,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690513,28.0,30,2166.0,,,4.0,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,51.0,139,2759.0,,,4.0,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690513,28.0,41,2758.0,,,5.0,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690513,35.0,46,2883.0,,,4.0,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690513,31.0,36,3002.0,,,5.0,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690513,28.0,44,3226.0,,,4.0,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,28.0,27,3628.0,,,4.0,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690513,41.0,56,3416.0,,,5.0,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,30.0,32,3322.0,,,4.0,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,28.0,30,3434.0,,,4.0,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,27.0,31,3417.0,,,4.0,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690513,29.0,34,3188.0,,,4.0,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,27.0,28,3346.0,,,4.0,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690513,33.0,41,3137.0,,,4.0,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,46.0,64,2978.0,,,4.0,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690513,37.0,57,3224.0,,,5.0,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690513,42.0,60,3013.0,,,4.0,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690513,29.0,23,2893.0,,,4.0,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,31.0,35,2813.0,,,5.0,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690513,79.0,101,2869.0,,,4.0,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690513,46.0,50,2839.0,,,5.0,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,46.0,54,2801.0,,,4.0,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690513,33.0,36,3270.0,,,4.0,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690513,31.0,36,3104.0,,,5.0,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690513,29.0,42,3163.0,,,4.0,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690513,30.0,32,3564.0,,,5.0,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690513,28.0,27,3673.0,,,4.0,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,34.0,31,3499.0,,,4.0,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690513,31.0,34,3333.0,,,5.0,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,33.0,28,2910.0,,,3.0,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,25.0,29,2696.0,1.0,1.0,3.0,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-771801,15.0,90,274.0,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-771801,8.0,67,237.0,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-771801,26.0,69,247.0,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-771801,28.0,79,169.0,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-771801,26.0,83,253.0,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-771801,12.0,76,246.0,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-771801,45.0,129,285.0,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-771801,47.0,93,278.0,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-771801,25.0,83,277.0,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-771801,30.0,64,276.0,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-771801,26.0,56,221.0,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-771801,44.0,100,228.0,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-771801,39.0,89,161.0,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-771801,10.0,37,193.0,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-771801,20.0,56,158.0,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-771801,9.0,37,182.0,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-771801,9.0,27,141.0,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-771801,11.0,40,206.0,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-771801,9.0,36,88.0,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-771801,15.0,32,125.0,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-771801,11.0,36,236.0,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-771801,9.0,39,138.0,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-771801,5.0,28,86.0,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-771801,2.0,25,131.0,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-771801,6.0,30,104.0,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-771801,3.0,23,115.0,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-771801,,21,184.0,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,2.0,22,144.0,,,,,
